1409,Spelling mistake - gi omlyd,19,68.4%,0%,0.97,1,0.68,0%
1413,Spelling mistake - "hesa/hesi" with "hesu",7,57.1%,0%,0.96,1,0.57,0%
1457,Numerals - large numbers,12,100%,0%,1,1,1,100%
1780,Pronouns - reflexive,6,16.7%,0%,0.77,1,0.17,0%
1818,Spelling mistake - foreign words,3,33.3%,0%,0.89,1,0.33,0%
1819,Compound nonword,18,16.7%,0%,0.54,1,0.06,0%
1839,Commas - listing,9,11.1%,0%,0.47,1,0.05,0%
1869,Rep "um$" and "un$",3,100%,0%,1,1,1,0%
1875,Rep "rsk" and "rk",1,100%,0%,1,1,1,0%
2073,Abbreviations,12,100%,0%,1,1,1,100%
1451,Capital initial letter,147,70.1%,0.7%,0.92,0.94,0.7,100%
1421,Spelling mistake - ki omlyd,14,100%,0%,0.94,0.93,1,0%
1870,Double consonant,27,40.7%,3.7%,0.85,0.92,0.41,0%
2091,Vowel confusion,25,36%,0%,0.83,0.9,0.38,0%
1687,Spelling mistake,66,22.7%,4.5%,0.6,0.68,0.21,0%
1395,Eth - tilføjet ð,109,3.7%,1.8%,0.33,0.67,0.04,0%
1753,Accent,6,50%,16.7%,0.61,0.6,0.75,0%
1399,Name - inflexions,64,1.6%,1.6%,0.18,0.5,0.02,0%
1597,Adjectives,67,1.5%,1.5%,0.17,0.5,0.01,0%
1601,Verbs,71,2.8%,2.8%,0.25,0.5,0.03,0%
2003,Eth - byttet ð,10,10%,10%,0.41,0.5,0.11,0%
1453,Proper noun,103,1%,2.9%,0.09,0.2,0.01,0%
1741,Case - preposition,94,1.1%,0%,0.09,0.2,0.01,0%
1393,Eth - mangler ð,119,0.8%,1.7%,0.07,0.14,0.01,0%
1825,Commas - extra,174,0.6%,1.1%,0.06,0.14,0.01,0%
1838,Commas - missing,783,0.3%,2.3%,0.02,0.03,0,0%
1381,Apostrophes,15,0%,6.7%,0,0,0,0%
1385,Hyphen,17,0%,5.9%,0,0,0,0%
1389,Compound words,60,0%,0%,0,0,0,0%
1411,Dialog,6,0%,0%,0,0,0,0%
1415,Confusing "í" and "ið",21,0%,4.8%,0,0,0,0%
1425,Commas,9,0%,11.1%,0,0,0,0%
1431,Compound words - "-megin",7,0%,0%,0,0,0,0%
1439,Period,200,0%,3.5%,0,0,0,0%
1459,Numerals,23,0%,8.7%,0,0,0,0%
1465,Punctuation - exclamation mark,5,0%,0%,0,0,0,0%
1599,Nouns,99,0%,0%,0,0,0,0%
1633,Word confusion,9,0%,0%,0,0,0,0%
1641,Ordinal number,46,0%,4.3%,0,0,0,0%
1734,Adverb or adjective,6,0%,0%,0,0,0,0%
1736,Verb Subject agreement,20,0%,5%,0,0,0,0%
1738,Nomen agensis,4,0%,0%,0,0,0,0%
1742,Case - verb,48,0%,2.1%,0,0,0,0%
1744,Commas - conjunction,3,0%,0%,0,0,0,0%
1756,Particle - redundant,1,0%,0%,0,0,0,0%
1762,Gender,36,0%,5.6%,0,0,0,0%
1773,Conjunction - missing,13,0%,0%,0,0,0,0%
1774,Verb - finit verbum,3,0%,0%,0,0,0,0%
1775,Particle - important,3,0%,0%,0,0,0,0%
1783,Pronoun - Antecedent Agreement,2,0%,0%,0,0,0,0%
1784,Verb - infinitive,2,0%,0%,0,0,0,0%
1788,Conjunction,4,0%,0%,0,0,0,0%
1791,Nouns - genetives,8,0%,0%,0,0,0,0%
1793,Numeral - inflexions,3,0%,33.3%,0,0,0,0%
1794,Pronouns,14,0%,0%,0,0,0,0%
1796,Adjectives - comparison,13,0%,0%,0,0,0,0%
1797,Confusing "tí" and "ta",2,0%,0%,0,0,0,0%
1800,Preposition - missing,5,0%,0%,0,0,0,0%
1801,Preposition,16,0%,6.3%,0,0,0,0%
1807,Subject - missing,8,0%,0%,0,0,0,0%
1808,Word order,2,0%,0%,0,0,0,0%
1810,Important "ið",47,0%,4.3%,0,0,0,0%
1811,Verb Tense Inconsistent,2,0%,0%,0,0,0,0%
1821,Punctuation - colon,15,0%,0%,0,0,0,0%
1823,Punctuation - semicolon,12,0%,0%,0,0,0,0%
1836,Punctuation - dialog,23,0%,4.3%,0,0,0,0%
1842,Commas - apposition,2,0%,0%,0,0,0,0%
1845,Punctuation - question mark,10,0%,10%,0,0,0,0%
1854,Punctuation - missing space,9,0%,33.3%,0,0,0,0%
1861,Spelling - "vera" and "verða",48,0%,4.2%,0,0,0,0%
1877,Rep "ks" with "x",1,0%,0%,0,0,0,0%
1887,Conjunction - extra,13,0%,0%,0,0,0,0%
1890,Confusing "loyvi" and "loyvt",1,0%,0%,0,0,0,0%
1891,Confusing "meira" and "fleiri",4,0%,0%,0,0,0,0%
1892,Confusing "vilja" and "hevði",3,0%,0%,0,0,0,0%
1894,Rep "mann" with "man",25,0%,4%,0,0,0,0%
2071,Confusing "lítið" and "fá",1,0%,0%,0,0,0,0%
2085,Compound words - with or without complement,108,0%,0%,0,0,0,0%
2093,Consonant confusion,5,0%,0%,0,0,0,0%
